Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
us,b0008gs0,A,"Wednesday, March 14, 2012 09:08:37 UTC",40.8990,144.9230,7,26.60,228,"off the east coast of Honshu, Japan"
